Date,Open,High,Low,Close,Adj Close,Volume
1962-05-29,4.873333,5.160000,4.873333,5.106667,1.239701,3856000
1962-05-31,5.200000,5.333333,5.200000,5.233333,1.270451,4128000
1962-06-01,5.213333,5.213333,5.103333,5.133333,1.246175,2411200
1962-06-04,5.066667,5.066667,4.800000,4.800000,1.165255,1811200
1962-06-05,4.800000,4.986667,4.706666,4.855000,1.178607,3160000
1962-06-06,4.855000,5.013333,4.826667,4.873333,1.183057,2880000
1962-06-07,4.906667,4.986667,4.906667,4.933333,1.197624,1227200
1962-06-08,4.936666,5.013333,4.936666,4.950000,1.201669,1168000
1962-06-11,4.950000,4.960000,4.780000,4.786667,1.162018,1187200
1962-06-12,4.733333,4.733333,4.468333,4.468333,1.084738,3328000
1962-06-13,4.468333,4.573333,4.296667,4.301667,1.044279,4384000
1962-06-14,4.301667,4.423333,4.000000,4.080000,0.990467,6675200
1962-06-15,4.080000,4.460000,4.006667,4.446667,1.079479,6328000
1962-06-18,4.446667,4.530000,4.233333,4.396667,1.067340,4768000
1962-06-19,4.396667,4.480000,4.346667,4.480000,1.087571,2104000
1962-06-20,4.480000,4.570000,4.373333,4.373333,1.061676,3059200
1962-06-21,4.320000,4.320000,4.203333,4.210000,1.022026,3707200
1962-06-22,4.210000,4.286667,4.140000,4.266667,1.035782,3371200
1962-06-25,4.266667,4.480000,4.206666,4.433333,1.076242,3792000
1962-06-26,4.433333,4.520000,4.266667,4.266667,1.035782,3227200
1962-06-27,4.273334,4.440000,4.273334,4.440000,1.077861,2955200
1962-06-28,4.470000,4.646667,4.470000,4.586667,1.113465,4083200
1962-06-29,4.586667,4.633333,4.510000,4.523334,1.098091,2824000
1962-07-02,4.523334,4.666667,4.513333,4.666667,1.132886,1392000
1962-07-03,4.666667,4.716667,4.640000,4.686666,1.137741,2584000
1962-07-05,4.686666,4.706666,4.650000,4.666667,1.132886,2016000
1962-07-06,4.613333,4.613333,4.560000,4.600000,1.116702,1624000
1962-07-09,4.600000,4.673333,4.546667,4.670000,1.133696,1888000
1962-07-10,4.750000,4.823333,4.750000,4.783333,1.161209,3048000
1962-07-11,4.783333,4.993333,4.763333,4.991667,1.211784,3312000
1962-07-12,5.003334,5.196667,5.003334,5.053333,1.226755,3299200
1962-07-13,5.053333,5.086667,4.966667,5.016667,1.217853,2104000
1962-07-16,5.016667,5.100000,4.966667,5.100000,1.238083,1656000
1962-07-17,5.100000,5.126667,4.933333,4.935000,1.198027,1707200
1962-07-18,4.935000,4.960000,4.826667,4.870000,1.182247,2435200
1962-07-19,4.896667,5.013333,4.896667,4.900000,1.189531,2195200
1962-07-20,4.913333,4.986667,4.913333,4.960000,1.204097,675200
1962-07-23,4.960000,5.026667,4.953333,4.973333,1.207333,840000
1962-07-24,4.946667,4.946667,4.843333,4.843333,1.175773,888000
1962-07-25,4.843333,4.913333,4.783333,4.900000,1.189531,1875200
1962-07-26,4.923333,4.973333,4.923333,4.926667,1.196004,947200
1962-07-27,4.926667,5.011667,4.923333,5.011667,1.216640,947200
1962-07-30,5.043334,5.165000,5.043334,5.165000,1.253863,2848000
1962-07-31,5.165000,5.246666,5.160000,5.160000,1.252649,2771200
1962-08-01,5.146667,5.146667,5.016667,5.016667,1.217853,1216000
1962-08-02,5.020000,5.143333,5.020000,5.143333,1.248603,1488000
1962-08-03,5.143333,5.166667,5.093333,5.133333,1.246175,947200
1962-08-06,5.133333,5.153333,5.060000,5.066667,1.229990,6603200
1962-08-07,5.061666,5.061666,4.976666,4.976666,1.208381,915200
1962-08-08,4.976666,5.106667,4.940000,5.090000,1.235900,1576000
1962-08-09,5.086667,5.086667,5.001667,5.020000,1.218903,1288000
1962-08-10,5.020000,5.063334,5.001667,5.010000,1.216475,976000
1962-08-13,5.013333,5.063334,5.013333,5.050000,1.226187,1019200
1962-08-14,5.050000,5.146667,5.041667,5.146667,1.249657,1896000
1962-08-15,5.153333,5.256667,5.153333,5.153333,1.251277,2344000
1962-08-16,5.153333,5.236667,5.143333,5.150000,1.250468,1272000
1962-08-17,5.150000,5.220000,5.146667,5.193333,1.260991,888000
1962-08-20,5.220000,5.296667,5.220000,5.250000,1.274749,1803200
1962-08-21,5.250000,5.306667,5.226666,5.236667,1.271510,1296000
1962-08-22,5.246666,5.486667,5.246666,5.453333,1.324120,3304000
1962-08-23,5.453333,5.530000,5.430000,5.473333,1.328976,2920000
1962-08-24,5.473333,5.480000,5.433333,5.453333,1.324120,1248000
1962-08-27,5.453333,5.490000,5.433333,5.440000,1.320883,912000
1962-08-28,5.436666,5.436666,5.246666,5.246666,1.273939,2747200
1962-08-29,5.246666,5.280000,5.176667,5.213333,1.265845,2520000
1962-08-30,5.213333,5.260000,5.160000,5.170000,1.255324,947200
1962-08-31,5.180000,5.303333,5.180000,5.283333,1.282843,1227200
1962-09-04,5.283333,5.353333,5.146667,5.166667,1.254514,1624000
1962-09-05,5.166667,5.226666,5.086667,5.106667,1.239946,2248000
1962-09-06,5.106667,5.185000,5.080000,5.173333,1.256132,1811200
1962-09-07,5.173333,5.211667,5.096667,5.096667,1.237518,1320000
1962-09-10,5.096667,5.156667,5.033333,5.123333,1.243994,1803200
1962-09-11,5.123333,5.170000,5.080000,5.093333,1.236709,1539200
1962-09-12,5.100000,5.153333,5.100000,5.115000,1.241969,1299200
1962-09-13,5.115000,5.153333,5.111667,5.113333,1.241565,843200
1962-09-14,5.113333,5.186666,5.106667,5.176667,1.256943,1091200
1962-09-17,5.186666,5.276667,5.186666,5.266667,1.278795,1456000
1962-09-18,5.266667,5.331666,5.220000,5.226666,1.269084,2280000
1962-09-19,5.226666,5.246666,5.150000,5.150000,1.250468,1467200
1962-09-20,5.150000,5.193333,5.096667,5.103333,1.239137,880000
1962-09-21,5.100000,5.100000,5.006667,5.023334,1.219713,2136000
1962-09-24,4.966667,4.966667,4.823333,4.826667,1.171959,2619200
1962-09-25,4.826667,4.923333,4.786667,4.923333,1.195431,2440000
1962-09-26,4.923333,4.930000,4.740000,4.740000,1.150916,2051200
1962-09-27,4.740000,4.796667,4.646667,4.666667,1.133109,2880000
1962-09-28,4.670000,4.753334,4.670000,4.713333,1.144442,1416000
1962-10-01,4.713333,4.713333,4.536667,4.538333,1.101950,1848000
1962-10-02,4.576667,4.683333,4.576667,4.671667,1.134324,2832000
1962-10-03,4.671667,4.746666,4.626667,4.646667,1.128254,1800000
1962-10-04,4.646667,4.773334,4.626667,4.770000,1.158201,1299200
1962-10-05,4.770000,4.825000,4.736667,4.803333,1.166294,1739200
1962-10-08,4.803333,4.820000,4.786667,4.796667,1.164675,635200
1962-10-09,4.813334,4.900000,4.813334,4.883333,1.185719,1179200
1962-10-10,4.883333,4.956666,4.763333,4.788333,1.162652,1811200
1962-10-11,4.788333,4.846667,4.736667,4.746666,1.152535,1360000
1962-10-12,4.746666,4.756667,4.693333,4.736667,1.150107,1035200
1962-10-15,4.760000,4.893333,4.760000,4.893333,1.188148,928000
1962-10-16,4.893333,4.913333,4.766667,4.766667,1.157391,1259200
1962-10-17,4.766667,4.866667,4.740000,4.820000,1.170341,1379200
1962-10-18,4.820000,4.853333,4.735000,4.735000,1.149703,976000
1962-10-19,4.735000,4.746666,4.640000,4.641667,1.127040,2368000
1962-10-22,4.598333,4.598333,4.516667,4.573333,1.110448,2739200
1962-10-23,4.573333,4.573333,4.400000,4.400000,1.068362,2520000
1962-10-24,4.400000,4.533333,4.293334,4.533333,1.100735,3688000
1962-10-25,4.533333,4.540000,4.426667,4.513333,1.095879,2675200
1962-10-26,4.493333,4.493333,4.390000,4.420000,1.073217,1547200
1962-10-29,4.506667,4.596667,4.506667,4.593333,1.115305,3520000
1962-10-30,4.593333,4.693333,4.548333,4.690000,1.138776,2643200
1962-10-31,4.680000,4.680000,4.590000,4.613333,1.120160,1176000
1962-11-01,4.613333,4.693333,4.560000,4.693333,1.139585,1992000
1962-11-02,4.693333,4.931667,4.626667,4.763333,1.156582,3131200
1962-11-05,4.790000,4.856667,4.790000,4.820000,1.170586,1728000
1962-11-07,4.820000,4.886667,4.746666,4.816667,1.169777,1744000
1962-11-08,4.816667,4.866667,4.736667,4.736667,1.150349,1272000
1962-11-09,4.760000,4.820000,4.760000,4.816667,1.169777,1096000
1962-11-12,4.873333,4.986667,4.873333,4.980000,1.209445,2171200
1962-11-13,4.980000,5.006667,4.890000,4.890000,1.187587,2112000
1962-11-14,4.896667,5.006667,4.896667,4.993333,1.212682,1840000
1962-11-15,4.993333,5.058333,4.966667,4.966667,1.206206,2080000
1962-11-16,4.966667,5.046667,4.920000,5.046667,1.225636,1499200
1962-11-19,5.046667,5.046667,4.960000,4.960000,1.204588,936000
1962-11-20,4.986667,5.045000,4.986667,5.018333,1.218754,1120000
1962-11-21,5.018333,5.063334,4.993333,5.030000,1.221587,1595200
1962-11-23,5.030000,5.173333,5.003334,5.173333,1.256396,2763200
1962-11-26,5.173333,5.263333,5.153333,5.183333,1.258826,2139200
1962-11-27,5.183333,5.276667,5.153333,5.263333,1.278255,1728000
1962-11-28,5.273334,5.346667,5.273334,5.300000,1.287160,2656000
1962-11-29,5.300000,5.346667,5.290000,5.346667,1.298493,1752000
1962-11-30,5.346667,5.356667,5.296667,5.313334,1.290399,1299200
1962-12-03,5.260000,5.260000,5.203333,5.220000,1.267731,1288000
1962-12-04,5.233333,5.345000,5.233333,5.336667,1.296064,1755200
1962-12-05,5.336667,5.413333,5.316667,5.316667,1.291207,2139200
1962-12-06,5.316667,5.383333,5.306667,5.313334,1.290399,1384000
1962-12-07,5.313334,5.370000,5.300000,5.300000,1.287160,1115200
1962-12-10,5.300000,5.343333,5.186666,5.186666,1.259636,1475200
1962-12-11,5.186666,5.233333,5.150000,5.166667,1.254778,1128000
1962-12-12,5.193333,5.260000,5.193333,5.250000,1.275017,768000
1962-12-13,5.250000,5.276667,5.166667,5.173333,1.256396,1120000
1962-12-14,5.173333,5.210000,5.140000,5.193333,1.261256,995200
1962-12-17,5.193333,5.226666,5.120000,5.133333,1.246683,904000
1962-12-18,5.133333,5.176667,5.086667,5.096667,1.237778,875200
1962-12-19,5.096667,5.233333,5.096667,5.228333,1.269755,963200
1962-12-20,5.228333,5.293334,5.228333,5.228333,1.269755,1272000
1962-12-21,5.228333,5.246666,5.136667,5.136667,1.247493,899200
1962-12-24,5.171667,5.253334,5.171667,5.253334,1.275826,675200
1962-12-26,5.253334,5.293334,5.230000,5.250000,1.275017,723200
1962-12-27,5.250000,5.276667,5.193333,5.213333,1.266111,784000
1962-12-28,5.213333,5.240000,5.206666,5.233333,1.270968,579200
1962-12-31,5.233333,5.263333,5.193333,5.200000,1.262873,1048000
1963-01-02,5.200000,5.200000,5.123333,5.130000,1.245874,2387200
1963-01-03,5.140000,5.286667,5.140000,5.286667,1.283922,1120000
1963-01-04,5.293334,5.343333,5.293334,5.293334,1.285541,1536000
1963-01-07,5.293334,5.343333,5.240000,5.250000,1.275017,880000
1963-01-08,5.293334,5.380000,5.293334,5.380000,1.306588,1803200
1963-01-09,5.380000,5.433333,5.350000,5.383333,1.307398,1907200
1963-01-10,5.396667,5.453333,5.396667,5.420000,1.316302,1547200
1963-01-11,5.420000,5.436666,5.386667,5.436666,1.320350,1347200
1963-01-14,5.436666,5.530000,5.436666,5.523334,1.341398,2472000
1963-01-15,5.523334,5.573333,5.500000,5.533333,1.343827,2080000
1963-01-16,5.526667,5.526667,5.426667,5.446667,1.322779,1264000
1963-01-17,5.456666,5.530000,5.456666,5.516667,1.339779,1211200
1963-01-18,5.516667,5.540000,5.473333,5.500000,1.335732,851200
1963-01-21,5.500000,5.520000,5.446667,5.520000,1.340589,875200
1963-01-22,5.520000,5.583333,5.520000,5.530000,1.343018,928000
1963-01-23,5.530000,5.553333,5.513333,5.523334,1.341398,659200
1963-01-24,5.523334,5.580000,5.520000,5.546667,1.347065,928000
1963-01-25,5.546667,5.580000,5.520000,5.580000,1.355162,696000
1963-01-28,5.596667,5.660000,5.596667,5.660000,1.374590,1587200
1963-01-29,5.660000,5.660000,5.620000,5.623333,1.365684,736000
1963-01-30,5.623333,5.630000,5.573333,5.593333,1.358398,720000
1963-01-31,5.593333,5.653333,5.573333,5.650000,1.372161,995200
1963-02-01,5.650000,5.665000,5.640000,5.650000,1.372161,539200
1963-02-04,5.650000,5.656667,5.596667,5.603333,1.360827,627200
1963-02-05,5.603333,5.623333,5.566667,5.613333,1.363580,760000
1963-02-06,5.613333,5.650000,5.576667,5.576667,1.354672,699200
1963-02-07,5.586667,5.633333,5.586667,5.586667,1.357101,648000
1963-02-08,5.586667,5.620000,5.573333,5.600000,1.360342,600000
1963-02-11,5.600000,5.610000,5.570000,5.570000,1.353053,456000
1963-02-12,5.570000,5.580000,5.510000,5.580000,1.355483,912000
1963-02-13,5.580000,5.600000,5.566667,5.566667,1.352243,627200
1963-02-14,5.568333,5.610000,5.568333,5.570000,1.353053,840000
1963-02-15,5.570000,5.596667,5.566667,5.583333,1.356292,568000
1963-02-18,5.583333,5.593333,5.570000,5.571667,1.353458,448000
1963-02-19,5.571667,5.576667,5.523334,5.526667,1.342528,760000
1963-02-20,5.513333,5.513333,5.460000,5.480000,1.331191,899200
1963-02-21,5.480000,5.480000,5.413333,5.470000,1.328760,840000
1963-02-25,5.466667,5.466667,5.386667,5.386667,1.308517,603200
1963-02-26,5.386667,5.456666,5.370000,5.423333,1.317425,808000
1963-02-27,5.423333,5.455000,5.400000,5.403333,1.312567,435200
1963-02-28,5.403333,5.406667,5.320000,5.330000,1.294752,1120000
1963-03-01,5.330000,5.380000,5.296667,5.296667,1.286655,1024000
1963-03-04,5.333333,5.393333,5.333333,5.380000,1.306899,747200
1963-03-05,5.380000,5.380000,5.353333,5.356667,1.301231,456000
1963-03-06,5.356667,5.398334,5.336667,5.398334,1.311352,419200
1963-03-07,5.420000,5.463333,5.420000,5.450000,1.323902,720000
1963-03-08,5.450000,5.463333,5.426667,5.446667,1.323092,395200
1963-03-11,5.446667,5.476666,5.440000,5.443333,1.322283,483200
1963-03-12,5.443333,5.463333,5.430000,5.440000,1.321473,347200
1963-03-13,5.440000,5.470000,5.440000,5.450000,1.323902,456000
1963-03-14,5.450000,5.513333,5.433333,5.466667,1.327951,587200
1963-03-15,5.466667,5.516667,5.446667,5.510000,1.338477,507200
1963-03-18,5.510000,5.540000,5.456666,5.460000,1.326333,459200
1963-03-19,5.460000,5.480000,5.446667,5.466667,1.327951,408000
1963-03-20,5.473333,5.536667,5.473333,5.520000,1.340907,491200
1963-03-21,5.520000,5.533333,5.480000,5.483333,1.332000,792000
1963-03-22,5.483333,5.530000,5.480000,5.523334,1.341717,424000
1963-03-25,5.523334,5.540000,5.513333,5.513333,1.339288,480000
1963-03-26,5.520000,5.573333,5.520000,5.550000,1.348195,808000
1963-03-27,5.570000,5.613333,5.570000,5.613333,1.363580,843200
1963-03-28,5.613333,5.643333,5.600000,5.610000,1.362769,819200
1963-03-29,5.610000,5.630000,5.600000,5.613333,1.363580,480000
1963-04-01,5.613333,5.623333,5.603333,5.613333,1.363580,675200
1963-04-02,5.613333,5.630000,5.566667,5.566667,1.352243,555200
1963-04-03,5.573333,5.636667,5.573333,5.630000,1.367628,515200
1963-04-04,5.666667,5.731667,5.666667,5.718333,1.389085,1296000
1963-04-05,5.730000,5.893333,5.730000,5.893333,1.431596,1595200
1963-04-08,5.930000,6.010000,5.930000,5.995000,1.456293,1587200
1963-04-09,5.995000,6.006667,5.906667,5.930000,1.440504,1235200
1963-04-10,5.930000,5.943333,5.826667,5.898334,1.432810,928000
1963-04-11,5.898334,5.993333,5.870000,5.950000,1.445362,1275200
1963-04-15,5.950000,5.986667,5.906667,5.946667,1.444552,827200
1963-04-16,5.946667,5.963333,5.903333,5.903333,1.434025,648000
1963-04-17,5.903333,5.916667,5.860000,5.873333,1.426739,480000
1963-04-18,5.873333,5.920000,5.873333,5.873333,1.426739,288000
1963-04-19,5.906667,6.000000,5.906667,6.000000,1.457509,760000
1963-04-22,6.040000,6.123333,6.040000,6.093333,1.480180,1128000
1963-04-23,6.093333,6.146667,6.073333,6.146667,1.493136,840000
1963-04-24,6.156667,6.220000,6.156667,6.166667,1.497994,851200
1963-04-25,6.166667,6.200000,6.133333,6.195000,1.504877,696000
1963-04-26,6.195000,6.266667,6.166667,6.266667,1.522285,635200
1963-04-29,6.266667,6.326667,6.220000,6.246666,1.517428,520000
1963-04-30,6.246666,6.280000,6.160000,6.183333,1.502042,867200
1963-05-01,6.183333,6.246666,6.163333,6.200000,1.506091,600000
1963-05-02,6.203333,6.256667,6.203333,6.250000,1.518236,363200
1963-05-03,6.250000,6.251667,6.206666,6.206666,1.507713,304000
1963-05-06,6.196667,6.196667,6.110000,6.110000,1.484228,587200
1963-05-07,6.110000,6.163333,6.100000,6.137084,1.491132,539200
1963-05-08,6.150000,6.266667,6.150000,6.266667,1.522617,736000
1963-05-09,6.266667,6.340000,6.266667,6.273334,1.524236,1120000
1963-05-10,6.273334,6.333333,6.236667,6.333333,1.538815,467200
1963-05-13,6.330000,6.330000,6.270000,6.283333,1.526667,376000
1963-05-14,6.283333,6.300000,6.253334,6.273334,1.524236,448000
1963-05-15,6.273334,6.310000,6.273334,6.293334,1.529096,520000
1963-05-16,6.293334,6.320000,6.253334,6.266667,1.522617,448000
1963-05-17,6.266667,6.326667,6.216667,6.226666,1.512899,456000
1963-05-20,6.226666,6.246666,6.170000,6.170000,1.499130,432000
1963-05-21,6.170000,6.226666,6.160000,6.226666,1.512899,515200
1963-05-22,6.226666,6.320000,6.206666,6.213333,1.509659,336000
1963-05-23,6.213333,6.240000,6.193333,6.193333,1.504800,328000
1963-05-24,6.193333,6.230000,6.160000,6.173333,1.499940,288000
1963-05-27,6.166667,6.166667,6.106667,6.106667,1.483741,456000
1963-05-28,6.130000,6.183333,6.130000,6.133333,1.490222,448000
1963-05-29,6.173333,6.266667,6.173333,6.266667,1.522617,552000
1963-05-31,6.293334,6.380000,6.293334,6.363333,1.546105,1067200
1963-06-03,6.363333,6.383333,6.310000,6.310000,1.533145,843200
1963-06-04,6.310000,6.363333,6.293334,6.320000,1.535576,579200
1963-06-05,6.320000,6.346667,6.260000,6.266667,1.522617,491200
1963-06-06,6.266667,6.293334,6.240000,6.266667,1.522617,288000
1963-06-07,6.266667,6.273334,6.236667,6.243333,1.516948,360000
1963-06-10,6.243333,6.243333,6.160000,6.163333,1.497510,659200
1963-06-11,6.173333,6.236667,6.173333,6.200000,1.506418,275200
1963-06-12,6.200000,6.260000,6.173333,6.243333,1.516948,552000
1963-06-13,6.243333,6.320000,6.160000,6.180000,1.501560,448000
1963-06-14,6.180000,6.210000,6.160000,6.176667,1.500750,336000
1963-06-17,6.176667,6.180000,6.113333,6.123333,1.487791,424000
1963-06-18,6.123333,6.180000,6.113333,6.113333,1.485362,528000
1963-06-19,6.113333,6.130000,6.086667,6.093333,1.480503,648000
1963-06-20,6.093333,6.093333,6.003334,6.063334,1.473214,1179200
1963-06-21,6.066667,6.090000,6.066667,6.073333,1.475643,544000
1963-06-24,6.073333,6.096667,5.986667,5.986667,1.454586,779200
1963-06-25,5.986667,6.060000,5.946667,5.956666,1.447296,672000
1963-06-26,5.956666,5.960000,5.850000,5.850000,1.421379,1240000
1963-06-27,5.850000,5.896667,5.760000,5.790000,1.406802,1360000
1963-06-28,5.806667,5.843333,5.806667,5.816667,1.413280,648000
1963-07-01,5.816667,5.816667,5.680000,5.686666,1.381695,1488000
1963-07-02,5.713333,5.846667,5.713333,5.846667,1.420570,1168000
1963-07-03,5.856667,5.906667,5.856667,5.890000,1.431099,1024000
1963-07-05,5.896667,5.933333,5.896667,5.933333,1.441626,448000
1963-07-08,5.920000,5.920000,5.806667,5.813334,1.412471,600000
1963-07-09,5.813334,5.910000,5.790000,5.878334,1.428264,648000
1963-07-10,5.866667,5.866667,5.803333,5.826667,1.415711,640000
1963-07-11,5.826667,5.866667,5.786667,5.786667,1.405993,611200
1963-07-12,5.786667,5.820000,5.753334,5.753334,1.397892,568000
1963-07-15,5.753334,5.786667,5.721667,5.766667,1.401132,808000
1963-07-16,5.766667,5.810000,5.763333,5.803333,1.410041,792000
1963-07-17,5.803333,5.860000,5.756667,5.773334,1.402751,808000
1963-07-18,5.773334,5.796667,5.726666,5.726666,1.391413,904000
1963-07-19,5.726666,5.740000,5.706666,5.723333,1.390604,707200
1963-07-22,5.723333,5.740000,5.686666,5.706666,1.386552,600000
1963-07-23,5.706666,5.766667,5.690000,5.690000,1.382503,840000
